"v","vw","o","c","h","l","t","n","time"
25720,404.4795,404.58,404.15,404.71,404.15,1678093200000,283,2023-03-06 04:00:00
10674,404.1643,404.08,404.1,404.26,404,1.678095e+12,105,2023-03-06 04:30:00
8211,404.1543,404.13,404.09,404.26,404,1678096800000,91,2023-03-06 05:00:00
9527,404.0938,404.05,404.38,404.41,403.89,1678098600000,106,2023-03-06 05:30:00
15474,404.4466,404.37,404.27,404.57,404.2,1678100400000,128,2023-03-06 06:00:00
60612,403.8661,404.19,403.78,404.27,403.62,1678102200000,350,2023-03-06 06:30:00
119942,403.8804,403.73,403.98,404.01,403.68,1.678104e+12,709,2023-03-06 07:00:00
176184,404.1599,403.97,404.39,404.39,403.89,1678105800000,946,2023-03-06 07:30:00
327284,404.6269,403.72,405,405.03,403.69,1678107600000,2057,2023-03-06 08:00:00
328518,405.2237,404.94,405.13,405.63,404.87,1678109400000,1984,2023-03-06 08:30:00
277740,405.1079,405.14,405.05,405.27,404.94,1678111200000,2032,2023-03-06 09:00:00
7590523,405.348,405.05,405.76,405.85,404.76,1.678113e+12,68696,2023-03-06 09:30:00
6563852,406.2302,405.77,406.63,407.03,405.24,1678114800000,58053,2023-03-06 10:00:00
5313741,406.9136,406.64,406.6499,407.37,406.56,1678116600000,42926,2023-03-06 10:30:00
4112748,406.9325,406.65,406.5,407.45,406.39,1678118400000,35090,2023-03-06 11:00:00
3170125,406.3836,406.495,406.7899,406.9,406.23,1678120200000,26892,2023-03-06 11:30:00
2658374,406.9561,406.79,406.81,407.38,406.64,1.678122e+12,25636,2023-03-06 12:00:00
4215973,405.9586,406.815,405.85,406.82,405.57,1678123800000,33646,2023-03-06 12:30:00
3211209,405.5123,405.85,405.6078,405.92,405.29,1678125600000,26820,2023-03-06 13:00:00
4775425,405.1235,405.62,404.855,405.68,404.6031,1678127400000,34741,2023-03-06 13:30:00
3725632,404.8333,404.88,404.95,405.36,404.63,1678129200000,30326,2023-03-06 14:00:00
3779052,404.8515,404.95,404.72,405.2,404.57,1.678131e+12,32037,2023-03-06 14:30:00
5526247,404.476,404.7218,404.095,405.02,404.09,1678132800000,44502,2023-03-06 15:00:00
10429591,404.4778,404.1,404.46,404.8,404.03,1678134600000,65284,2023-03-06 15:30:00
5245385,404.418,404.45,404.71,404.73,404.43,1678136400000,3206,2023-03-06 16:00:00
138449,404.6912,404.7,404.62,404.74,404.62,1678138200000,577,2023-03-06 16:30:00
26079,404.582,404.61,404.55,404.63,404.45,1.67814e+12,267,2023-03-06 17:00:00
15739,404.5846,404.58,404.55,404.6,404.52,1678141800000,123,2023-03-06 17:30:00
38477,404.5306,404.56,404.68,404.68,404.4,1678143600000,294,2023-03-06 18:00:00
34453,404.6576,404.69,404.69,404.76,404.51,1678145400000,170,2023-03-06 18:30:00
22702,404.7539,404.69,404.85,404.9,404.61,1678147200000,301,2023-03-06 19:00:00
27364,404.69,404.85,404.75,404.9,404.58,1.678149e+12,263,2023-03-06 19:30:00
8850,405.5651,405.33,405.48,405.73,405.33,1678179600000,121,2023-03-07 04:00:00
7613,405.3149,405.47,405.1,405.53,405.1,1678181400000,71,2023-03-07 04:30:00
7305,405.2271,405.11,405.21,405.36,405.09,1678183200000,62,2023-03-07 05:00:00
4942,405.2712,405.23,405.35,405.38,405.16,1.678185e+12,53,2023-03-07 05:30:00
20861,405.4018,405.42,405.12,405.53,405.07,1678186800000,83,2023-03-07 06:00:00
17431,405.1693,405.16,405.03,405.31,404.97,1678188600000,113,2023-03-07 06:30:00
68523,404.8344,405,404.75,405.07,404.75,1678190400000,356,2023-03-07 07:00:00
50956,404.9751,404.76,404.97,405.05,404.75,1678192200000,322,2023-03-07 07:30:00
143339,405.1287,404.9813,404.99,405.6296,404.77,1.678194e+12,1209,2023-03-07 08:00:00
103767,405.0321,404.95,404.88,405.26,404.88,1678195800000,831,2023-03-07 08:30:00
245554,404.5058,404.87,404.41,404.89,404.37,1678197600000,1788,2023-03-07 09:00:00
5256728,404.3736,404.42,404.3572,404.67,404.08,1678199400000,49856,2023-03-07 09:30:00
14194092,401.7119,404.31,401.68,404.3199,400.51,1678201200000,123560,2023-03-07 10:00:00
9025649,401.945,401.69,400.42,403.235,400.35,1.678203e+12,77383,2023-03-07 10:30:00
6121450,400.9349,400.44,400.0799,401.32,400.02,1678204800000,50268,2023-03-07 11:00:00
6763423,400.5515,400.08,399.89,401.08,399.78,1678206600000,45751,2023-03-07 11:30:00
6268616,401.2881,399.87,401.03,402.02,399.78,1678208400000,47440,2023-03-07 12:00:00
4367795,401.2456,401.04,400.34,401.34,400.27,1678210200000,35657,2023-03-07 12:30:00
5169020,400.3767,400.335,399.53,400.39,399.29,1.678212e+12,38675,2023-03-07 13:00:00
6447262,399.6307,399.53,398.3866,399.835,398.16,1678213800000,46927,2023-03-07 13:30:00
6668111,399.8737,398.38,398.26,398.94,398.2,1678215600000,45909,2023-03-07 14:00:00
5049973,398.0177,398.26,397.745,398.47,397.625,1678217400000,46836,2023-03-07 14:30:00
7163292,399.4025,397.745,398.25,398.78,397.69,1678219200000,50117,2023-03-07 15:00:00
15300732,398.8451,398.25,398.26,399.17,398.1,1.678221e+12,104666,2023-03-07 15:30:00
6605942,398.2688,398.28,398.49,398.55,398.11,1678222800000,3893,2023-03-07 16:00:00
367140,398.3358,398.5,398.3,398.56,398.17,1678224600000,1243,2023-03-07 16:30:00
35989,398.3384,398.28,398.27,398.4,398.27,1678226400000,302,2023-03-07 17:00:00
24753,398.2658,398.29,398.31,398.33,398.21,1678228200000,195,2023-03-07 17:30:00
34907,398.4241,398.32,398.47,398.6,398.31,1.67823e+12,278,2023-03-07 18:00:00
17684,398.476,398.49,398.47,398.57,398.37,1678231800000,178,2023-03-07 18:30:00
96805,397.9858,398.47,398.22,398.53,397.4,1678233600000,839,2023-03-07 19:00:00
104030,398.2034,398.24,398.24,398.3,398.08,1678235400000,535,2023-03-07 19:30:00
54503,398.2653,398.74,398.39,398.82,398.06,1.678266e+12,350,2023-03-08 04:00:00
13561,398.542,398.4,398.72,398.77,398.4,1678267800000,84,2023-03-08 04:30:00
7212,398.6787,398.79,398.58,398.79,398.58,1678269600000,55,2023-03-08 05:00:00
10716,398.8696,398.66,399.04,399.05,398.66,1678271400000,104,2023-03-08 05:30:00
24537,399.1982,399.01,399.15,399.41,398.98,1678273200000,199,2023-03-08 06:00:00
31093,398.8738,399.18,398.78,399.18,398.75,1.678275e+12,167,2023-03-08 06:30:00
93030,398.5799,398.78,398.3,398.87,398.12,1678276800000,757,2023-03-08 07:00:00
100913,398.1104,398.31,398.23,398.34,397.64,1678278600000,743,2023-03-08 07:30:00
400929,398.3611,398.22,398.48,399.095,397.66,1678280400000,3079,2023-03-08 08:00:00
138556,398.619,398.5,398.49,398.89,398.3,1678282200000,1495,2023-03-08 08:30:00
256089,398.5221,398.48,398.37,398.75,398.26,1.678284e+12,1748,2023-03-08 09:00:00
5979358,398.4258,398.39,398.745,399.1,397.94,1678285800000,57280,2023-03-08 09:30:00
8618745,398.2602,398.74,398.63,399.25,396.83,1678287600000,76855,2023-03-08 10:00:00
4774822,398.9293,398.63,398.3692,399.69,398.09,1678289400000,43150,2023-03-08 10:30:00
4050172,398.8258,398.37,398.6,399.18,398.28,1678291200000,32613,2023-03-08 11:00:00
5806922,398.8299,398.6,399.315,399.71,397.72,1.678293e+12,44179,2023-03-08 11:30:00
4194129,398.5287,399.33,397.985,399.495,397.894,1678294800000,35634,2023-03-08 12:00:00
4340265,397.9331,397.975,397.95,398.37,397.22,1678296600000,35855,2023-03-08 12:30:00
4926285,397.4314,397.955,396.8399,398.17,396.74,1678298400000,40884,2023-03-08 13:00:00
3859365,396.9656,396.83,397.0099,397.28,396.59,1678300200000,32824,2023-03-08 13:30:00
3284655,397.405,396.9915,397.81,397.86,396.91,1.678302e+12,30366,2023-03-08 14:00:00
2961188,397.6227,397.815,397.3299,398.01,397.2499,1678303800000,26185,2023-03-08 14:30:00
3836486,397.3924,397.33,397.2201,397.57,396.95,1678305600000,29739,2023-03-08 15:00:00
9884484,398.5651,397.21,398.92,399.16,397.18,1678307400000,76745,2023-03-08 15:30:00
5164255,398.8723,398.91,399.08,399.1,398.76,1678309200000,3227,2023-03-08 16:00:00
731144,398.9766,399.09,399.16,399.2,398.8587,1.678311e+12,723,2023-03-08 16:30:00
85516,399.2249,399.14,399.26,399.3,399.14,1678312800000,413,2023-03-08 17:00:00
13439,399.2376,399.28,399.2,399.28,399.2,1678314600000,210,2023-03-08 17:30:00
71698,399.009,399.19,398.97,399.19,398.88,1678316400000,513,2023-03-08 18:00:00
43548,398.8801,398.99,398.88,399.09,398.8,1678318200000,318,2023-03-08 18:30:00
33082,398.7669,398.85,398.77,398.89,398.7,1.67832e+12,308,2023-03-08 19:00:00
109398,398.4693,398.72,398.64,398.77,397.91,1678321800000,819,2023-03-08 19:30:00
17939,397.9751,398.18,397.85,398.22,397.79,1678352400000,179,2023-03-09 04:00:00
18708,397.6995,397.89,397.52,398.01,397.48,1678354200000,132,2023-03-09 04:30:00
15958,397.5775,397.48,397.6,397.69,397.42,1.678356e+12,77,2023-03-09 05:00:00
14185,397.9023,397.72,398.05,398.07,397.7,1678357800000,77,2023-03-09 05:30:00
20246,398.2231,398.06,398.34,398.34,397.99,1678359600000,123,2023-03-09 06:00:00
32831,398.3329,398.28,398.28,398.45,398.22,1678361400000,162,2023-03-09 06:30:00
91007,398.0305,398.38,397.98,398.41,397.8,1678363200000,547,2023-03-09 07:00:00
188546,397.8177,398,397.91,398.16,397.5,1.678365e+12,1455,2023-03-09 07:30:00
262674,397.8151,397.91,397.85,398.61,397.5296,1678366800000,2784,2023-03-09 08:00:00
868767,398.9911,397.95,399.7,399.75,397.95,1678368600000,4887,2023-03-09 08:30:00
480175,400.0097,399.65,399.75,400.29,399.65,1678370400000,3816,2023-03-09 09:00:00
6942548,400.515,399.74,400.78,401.48,399.38,1678372200000,61516,2023-03-09 09:30:00
5778178,400.2741,400.77,400.11,401.275,399.4101,1.678374e+12,53911,2023-03-09 10:00:00
4321022,400.6051,400.12,399.96,401.08,399.9,1678375800000,40561,2023-03-09 10:30:00
4923832,399.6262,399.96,399.25,400.05,399.22,1678377600000,42561,2023-03-09 11:00:00
3538529,399.3667,399.27,399.09,399.7,399.04,1678379400000,35736,2023-03-09 11:30:00
4522148,398.6736,399.1,399.1804,399.25,398.15,1678381200000,42139,2023-03-09 12:00:00
3871792,398.2769,399.18,397.92,399.3,397.7299,1.678383e+12,36358,2023-03-09 12:30:00
6534091,397.4215,397.94,396.4699,398.24,396.18,1678384800000,49139,2023-03-09 13:00:00
7746774,395.6572,396.45,395.17,396.535,394.78,1678386600000,65698,2023-03-09 13:30:00
7320522,394.8088,395.18,394.7307,395.43,394.28,1678388400000,63158,2023-03-09 14:00:00
7909529,394.3534,394.73,393.43,394.92,393.3701,1678390200000,61320,2023-03-09 14:30:00
13039792,392.1592,393.43,391.465,394.6042,390.53,1.678392e+12,108178,2023-03-09 15:00:00
22518079,392.2914,391.47,391.59,393,391.2,1678393800000,156215,2023-03-09 15:30:00
7011896,391.7611,391.6,390.93,391.98,390.92,1678395600000,9709,2023-03-09 16:00:00
674431,391.3148,390.93,391.45,391.5785,390.92,1678397400000,1939,2023-03-09 16:30:00
195247,391.2144,391.48,391.01,391.48,391.01,1678399200000,1002,2023-03-09 17:00:00
120304,391.1914,391.04,391.37,391.37,391,1.678401e+12,914,2023-03-09 17:30:00
215242,390.624,391.37,390.84,391.4,390.22,1678402800000,1419,2023-03-09 18:00:00
110600,390.7607,390.879,390.74,390.92,390.5,1678404600000,790,2023-03-09 18:30:00
95352,390.4692,390.73,390.08,390.89,390,1678406400000,1280,2023-03-09 19:00:00
127411,390.2314,390.13,390.11,390.55,390.04,1678408200000,928,2023-03-09 19:30:00
50941,389.6427,389.34,390.49,390.49,389.25,1678438800000,333,2023-03-10 04:00:00
29194,390.1667,390.56,389.92,390.76,389.57,1678440600000,254,2023-03-10 04:30:00
33293,390.417,389.91,390.79,390.99,389.86,1678442400000,180,2023-03-10 05:00:00
94499,390.3885,390.82,390.21,390.82,390.17,1678444200000,342,2023-03-10 05:30:00
130533,390.0395,390.26,390.38,390.59,389.72,1.678446e+12,333,2023-03-10 06:00:00
197817,391.1881,390.49,391.09,391.67,390.45,1678447800000,763,2023-03-10 06:30:00
133763,391.0155,391.06,391.31,391.4,390.7,1678449600000,876,2023-03-10 07:00:00
349925,391.0096,391.35,391.01,391.42,390.5,1678451400000,1529,2023-03-10 07:30:00
1086590,390.6634,391,390.86,391.55,388.12,1678453200000,5255,2023-03-10 08:00:00
3869803,392.5302,390.96,392.58,393.8,388.45,1.678455e+12,20786,2023-03-10 08:30:00
2998574,391.7538,392.62,390.98,392.99,390.59,1678456800000,13608,2023-03-10 09:00:00
23362814,389.0823,390.99,389.15,391.2,387.48,1678458600000,190893,2023-03-10 09:30:00
14359842,389.7716,389.18,388.86,390.63,388.4,1678460400000,129926,2023-03-10 10:00:00
11490633,389.8794,388.87,391.265,391.38,388.44,1678462200000,97066,2023-03-10 10:30:00
10845362,391.293,391.265,392.4,392.54,390.17,1.678464e+12,86544,2023-03-10 11:00:00
12194933,391.6905,392.395,389.87,393.16,389.7,1678465800000,96656,2023-03-10 11:30:00
8336806,389.272,389.87,388.97,390.31,388.27,1678467600000,66088,2023-03-10 12:00:00
7011717,389.2416,388.98,387.835,390.25,387.7,1678469400000,65097,2023-03-10 12:30:00
8109871,387.2351,387.84,385.95,388.43,385.52,1678471200000,70242,2023-03-10 13:00:00
9774783,385.4736,385.94,384.91,386.13,384.32,1.678473e+12,86037,2023-03-10 13:30:00
11297332,386.1853,384.91,385.36,387.51,384.86,1678474800000,100036,2023-03-10 14:00:00
10219681,387.0517,385.36,387.44,388.42,385.31,1678476600000,91682,2023-03-10 14:30:00
10132902,387.0751,387.46,386.7,387.95,385.84,1678478400000,87360,2023-03-10 15:00:00
20524292,385.7708,386.7,385.92,386.88,384.66,1678480200000,157245,2023-03-10 15:30:00
17491722,386.6919,385.92,386.12,391.6112,385.62,1.678482e+12,7378,2023-03-10 16:00:00
2031239,386.1179,386.12,387.51,387.53,385.91,1678483800000,2841,2023-03-10 16:30:00
357690,387.1508,387.59,386.99,387.65,386.9,1678485600000,1712,2023-03-10 17:00:00
76324,386.9906,386.97,386.95,387.01,386.95,1678487400000,1411,2023-03-10 17:30:00
62756,386.8939,386.9,386.78,387.01,386.75,1678489200000,633,2023-03-10 18:00:00
27679,386.8173,386.8,386.78,386.84,386.77,1.678491e+12,464,2023-03-10 18:30:00
34675,386.7528,386.78,386.8,386.9,386.6,1678492800000,352,2023-03-10 19:00:00
50411,387.0427,386.76,387.06,387.22,386.75,1678494600000,1613,2023-03-10 19:30:00
96680,391.1503,391.75,390.4,391.78,390.39,1678694400000,692,2023-03-13 04:00:00
167541,389.1412,390.38,388.23,390.42,388,1678696200000,810,2023-03-13 04:30:00
110128,387.0398,388.09,386.08,388.27,385.95,1.678698e+12,807,2023-03-13 05:00:00
234650,385.9341,386.08,385.89,387.6,384.83,1678699800000,1178,2023-03-13 05:30:00
265296,386.1454,385.96,386.31,387,385.3,1678701600000,1167,2023-03-13 06:00:00
221470,386.6698,386.29,387.73,388.2,385.63,1678703400000,1160,2023-03-13 06:30:00
736048,387.8347,387.61,386.69,389.19,386.2,1678705200000,3607,2023-03-13 07:00:00
658085,386.2451,386.64,386.16,387.2,385.78,1.678707e+12,2885,2023-03-13 07:30:00
2016107,385.1544,387.9399,384.61,393.25,383.28,1678708800000,8801,2023-03-13 08:00:00
2340596,382.3001,384.6,383.04,384.97,380.49,1678710600000,11972,2023-03-13 08:30:00
3873626,384.6516,383.12,381.86,384,381.36,1678712400000,8804,2023-03-13 09:00:00
23023549,382.706,381.81,385.5664,386.28,380.65,1678714200000,211210,2023-03-13 09:30:00
13898758,385.1934,385.55,383.94,387.31,383.65,1.678716e+12,139362,2023-03-13 10:00:00
13318399,385.8305,383.97,387.7,387.85,383.89,1678717800000,117384,2023-03-13 10:30:00
11140517,388.4214,387.72,389.65,389.86,387.12,1678719600000,119128,2023-03-13 11:00:00
9593323,388.3361,389.65,388.86,389.84,387.31,1678721400000,104812,2023-03-13 11:30:00
7697537,388.4044,388.85,387.89,390.39,387.14,1678723200000,74651,2023-03-13 12:00:00
6600814,387.2584,387.89,386.62,388.77,386.1,1.678725e+12,64268,2023-03-13 12:30:00
7072972,386.2183,386.61,386.42,387.43,385.36,1678726800000,75858,2023-03-13 13:00:00
5865684,387.1132,386.41,387.83,388.11,385.52,1678728600000,65374,2023-03-13 13:30:00
6387861,388.0829,387.88,388.43,389.18,387.67,1678730400000,71157,2023-03-13 14:00:00
5880614,388.2417,388.4,388.48,389.495,387.68,1678732200000,62884,2023-03-13 14:30:00
8315552,387.1988,388.49,385.95,388.9,385.51,1.678734e+12,83310,2023-03-13 15:00:00
16300661,386.0325,385.95,385.29,387.72,385.045,1678735800000,146444,2023-03-13 15:30:00
7487959,385.497,385.27,385.55,386.21,385.24,1678737600000,7937,2023-03-13 16:00:00
455890,385.8415,385.56,386,386.15,385.52,1678739400000,2022,2023-03-13 16:30:00
42391,385.9167,385.93,385.95,386.08,385.82,1678741200000,436,2023-03-13 17:00:00
14894,385.9761,385.87,386.03,386.05,385.36,1.678743e+12,256,2023-03-13 17:30:00
119092,385.7493,386.02,386.55,386.55,385.317,1678744800000,573,2023-03-13 18:00:00
38037,386.473,386.56,386.62,386.65,386.29,1678746600000,359,2023-03-13 18:30:00
32637,386.1869,386.58,385.89,386.59,385.75,1678748400000,480,2023-03-13 19:00:00
69808,385.9969,385.85,385.73,386.3,385.71,1678750200000,481,2023-03-13 19:30:00
11829,386.7114,386.93,386.95,387.2,386.29,1678780800000,132,2023-03-14 04:00:00
27096,387.2486,387.13,387.6,387.64,386.83,1678782600000,179,2023-03-14 04:30:00
24739,386.716,387.51,386.75,387.53,386.14,1678784400000,172,2023-03-14 05:00:00
27879,386.6191,386.69,386.81,387.08,386.36,1678786200000,153,2023-03-14 05:30:00
84714,386.902,386.8,387.17,387.33,386.4,1.678788e+12,335,2023-03-14 06:00:00
22908,386.9628,387.23,387.09,387.24,386.57,1678789800000,169,2023-03-14 06:30:00
236456,387.4793,387,387.96,388.33,386.65,1678791600000,1171,2023-03-14 07:00:00
258357,388.0536,387.9,387.96,388.43,387.75,1678793400000,1523,2023-03-14 07:30:00
660240,388.4695,387.8,388.61,388.96,385.5,1678795200000,4196,2023-03-14 08:00:00
2679793,388.5867,388.05,389.59,390.12,384.7,1.678797e+12,12925,2023-03-14 08:30:00
1268114,389.6596,389.57,390.48,390.57,389.36,1678798800000,6213,2023-03-14 09:00:00
18640254,390.2843,390.5,391.13,391.92,389.9014,1678800600000,147846,2023-03-14 09:30:00
11100461,390.4333,391.14,392.23,392.3,390.56,1678802400000,89654,2023-03-14 10:00:00
8869282,391.2773,392.23,391.99,392.995,391.94,1678804200000,69673,2023-03-14 10:30:00
5913071,392.504,392,393.06,393.45,391.9,1.678806e+12,53277,2023-03-14 11:00:00
6996084,390.7907,393.06,392.53,393.4,392.47,1678807800000,46290,2023-03-14 11:30:00
5012234,391.5566,392.52,391.7301,392.82,391.57,1678809600000,41915,2023-03-14 12:00:00
6894150,390.8566,391.735,391.43,392.51,391.09,1678811400000,50118,2023-03-14 12:30:00
9663260,389.967,391.44,389.8007,391.72,388.55,1678813200000,81863,2023-03-14 13:00:00
6025671,389.5747,389.81,389.1691,390.5291,388.8,1.678815e+12,57072,2023-03-14 13:30:00
6642448,388.6424,389.17,389.43,389.6407,387.7084,1678816800000,64329,2023-03-14 14:00:00
5375852,389.4496,389.4,388.87,390,388.73,1678818600000,51884,2023-03-14 14:30:00
9868420,387.6945,388.87,388.215,389.39,387.05,1678820400000,76849,2023-03-14 15:00:00
27215254,390.1184,388.21,391.69,392.18,387.93,1678822200000,161439,2023-03-14 15:30:00
11374520,390.8833,391.69,391.65,391.86,391.07,1.678824e+12,7638,2023-03-14 16:00:00
1080139,391.7723,391.66,392,392.13,391.65,1678825800000,1774,2023-03-14 16:30:00
45844,391.9549,391.81,391.96,392.03,391.81,1678827600000,312,2023-03-14 17:00:00
140660,391.8132,391.97,391.74,392,391.73,1678829400000,758,2023-03-14 17:30:00
150219,391.6032,391.76,391.41,391.82,391.38,1678831200000,821,2023-03-14 18:00:00
59344,391.3583,391.38,391.33,391.45,391.25,1.678833e+12,456,2023-03-14 18:30:00
52239,391.6084,391.35,391.66,391.75,391.35,1678834800000,396,2023-03-14 19:00:00
74134,391.5228,391.66,391.63,391.73,391.35,1678836600000,527,2023-03-14 19:30:00
44610,391.8142,391.63,391.71,392.38,391.39,1678867200000,289,2023-03-15 04:00:00
26028,391.4882,391.65,391.18,391.99,391.18,1.678869e+12,192,2023-03-15 04:30:00
51390,390.6036,391.23,389.96,391.31,389.84,1678870800000,312,2023-03-15 05:00:00
84433,389.2145,390,388.67,390.2,388.65,1678872600000,518,2023-03-15 05:30:00
98904,387.8873,388.63,386.46,388.99,386.46,1678874400000,736,2023-03-15 06:00:00
453183,385.3988,386.6,384.75,387.1,383.77,1678876200000,2060,2023-03-15 06:30:00
786382,385.5068,384.69,385.81,386.13,384.69,1.678878e+12,3731,2023-03-15 07:00:00
446808,385.2835,385.73,385.26,385.86,384.89,1678879800000,2304,2023-03-15 07:30:00
1024690,385.2205,385.931,385.05,392.59,383.77,1678881600000,5792,2023-03-15 08:00:00
1713845,384.9588,385.24,384.52,386.73,383.31,1678883400000,10607,2023-03-15 08:30:00
1284129,384.9892,384.5,385.9,385.97,384.07,1678885200000,6997,2023-03-15 09:00:00
16576877,386.3845,385.89,385.57,387.72,385.17,1.678887e+12,154359,2023-03-15 09:30:00
12772763,386.748,385.6,385.67,387.44,385.05,1678888800000,121210,2023-03-15 10:00:00
11627487,386.294,385.66,386.165,386.51,384.3106,1678890600000,101355,2023-03-15 10:30:00
7321276,386.4514,386.18,386.25,387.36,385.655,1678892400000,77629,2023-03-15 11:00:00
7708843,386.692,386.26,385.72,387.37,385.55,1678894200000,67281,2023-03-15 11:30:00
9798487,385.8533,385.7,384.9,386.25,384.24,1.678896e+12,72389,2023-03-15 12:00:00
8224559,385.1042,384.895,384.14,385.58,383.71,1678897800000,72049,2023-03-15 12:30:00
8209154,385.4332,384.14,386.37,386.52,383.82,1678899600000,76323,2023-03-15 13:00:00
6163595,385.9879,386.37,386.49,386.97,385.09,1678901400000,63042,2023-03-15 13:30:00
11950187,387.4395,386.51,388.42,389.49,385.44,1678903200000,103370,2023-03-15 14:00:00
11252156,388.4856,388.44,388.66,389.22,387.31,1.678905e+12,107942,2023-03-15 14:30:00
14414558,388.4039,388.66,388.74,389.38,387.25,1678906800000,110400,2023-03-15 15:00:00
20807766,388.0958,388.73,389.35,389.36,386.77,1678908600000,157568,2023-03-15 15:30:00
16350910,389.3248,389.35,388.98,389.63,388.71,1678910400000,9660,2023-03-15 16:00:00
648116,390.2179,388.95,389.1,389.29,388.84,1678912200000,1183,2023-03-15 16:30:00
64815,389.1923,389.01,389.1,389.28,389.01,1.678914e+12,442,2023-03-15 17:00:00
383579,389.1638,389.14,388.88,389.14,388.66,1678915800000,1367,2023-03-15 17:30:00
448417,389.2055,388.94,389.3,389.38,388.71,1678917600000,942,2023-03-15 18:00:00
62045,389.4079,389.24,389.39,389.56,389.24,1678919400000,525,2023-03-15 18:30:00
45250,389.5303,389.48,389.41,389.62,389.4,1678921200000,399,2023-03-15 19:00:00
99092,388.938,389.39,388.78,389.66,388.58,1.678923e+12,894,2023-03-15 19:30:00
54158,390.2949,390.54,389.77,390.96,389.48,1678953600000,343,2023-03-16 04:00:00
34367,389.8761,390.12,389.34,390.34,389.34,1678955400000,214,2023-03-16 04:30:00
51505,388.807,389.32,388.66,389.5,388.11,1678957200000,355,2023-03-16 05:00:00
28276,388.567,388.8,388.74,389.04,388,1.678959e+12,236,2023-03-16 05:30:00
68487,388.8018,388.74,389.03,389.06,388.39,1678960800000,348,2023-03-16 06:00:00
76163,388.5585,389.01,389,389.06,388.2,1678962600000,376,2023-03-16 06:30:00
215071,387.8846,389.02,387.9,389.03,387.53,1678964400000,1201,2023-03-16 07:00:00
233422,388.5364,387.9,388.48,389.07,387.77,1678966200000,1282,2023-03-16 07:30:00
420532,388.8415,387.96,389.37,390.85,387.54,1.678968e+12,2710,2023-03-16 08:00:00
681547,388.2338,388.8,387.96,389.34,387.51,1678969800000,4380,2023-03-16 08:30:00
1087580,387.1586,387.93,386.83,388.13,386.46,1678971600000,6554,2023-03-16 09:00:00
9951341,387.4218,386.82,388.59,388.65,386.29,1678973400000,97813,2023-03-16 09:30:00
8999772,387.7614,388.59,387.85,389.1526,386.59,1678975200000,72693,2023-03-16 10:00:00
12912173,389.8206,387.84,391.58,392.06,387.6,1.678977e+12,101299,2023-03-16 10:30:00
11606763,392.102,391.59,393.025,393.5,390.804,1678978800000,98233,2023-03-16 11:00:00
9724038,393.1981,393.02,393.86,394.45,392.52,1678980600000,80903,2023-03-16 11:30:00
7007700,393.2224,393.86,393.77,394.08,392.4,1678982400000,59131,2023-03-16 12:00:00
8714028,394.0244,393.765,395.255,395.49,392.99,1678984200000,69206,2023-03-16 12:30:00
9266332,394.7091,395.26,395.115,396.14,394.56,1.678986e+12,64599,2023-03-16 13:00:00
5464527,394.6723,395.11,395.025,395.32,394.33,1678987800000,43846,2023-03-16 13:30:00
5970501,393.601,395.02,394.7,395.07,394,1678989600000,43842,2023-03-16 14:00:00
5779432,394.0782,394.7,395.21,395.2499,393.62,1678991400000,44840,2023-03-16 14:30:00
7654599,394.7091,395.21,395.98,396.13,395.0501,1678993200000,54573,2023-03-16 15:00:00
20047956,395.8102,395.98,396.03,396.47,395.32,1.678995e+12,137499,2023-03-16 15:30:00
12834223,395.8358,396.09,396.46,396.52,395,1678996800000,6349,2023-03-16 16:00:00
638906,396.1491,396.4,396.13,396.43,395.9503,1678998600000,1895,2023-03-16 16:30:00
1000908,396.1018,396.15,396,396.16,395.9,1679000400000,549,2023-03-16 17:00:00
75604,395.9031,396,395.919,396.04,395.85,1679002200000,523,2023-03-16 17:30:00
483605,395.6512,395.95,395.38,396.04,395.27,1.679004e+12,1938,2023-03-16 18:00:00
62330,395.6991,395.39,395.91,395.98,395.36,1679005800000,434,2023-03-16 18:30:00
48520,396.1066,395.9,396.16,396.29,395.8599,1679007600000,458,2023-03-16 19:00:00
76186,396.0416,396.09,396.02,396.18,395.94,1679009400000,508,2023-03-16 19:30:00
108077,395.4897,395.02,395.8,395.98,394.9,1.67904e+12,614,2023-03-17 04:00:00
27298,395.1528,395.77,394.95,395.8,394.77,1679041800000,213,2023-03-17 04:30:00
65748,395.1296,394.93,394.94,395.64,394.75,1679043600000,337,2023-03-17 05:00:00
36404,394.9028,394.94,394.92,395.26,394.62,1679045400000,240,2023-03-17 05:30:00
108825,394.5081,394.9,394.32,394.94,393.95,1679047200000,521,2023-03-17 06:00:00
56928,394.2732,394.28,394.04,394.5,394.01,1.679049e+12,296,2023-03-17 06:30:00
362585,393.7901,394.12,393.51,394.22,393.45,1679050800000,1753,2023-03-17 07:00:00
267187,393.3834,393.46,393.61,393.84,393.02,1679052600000,1632,2023-03-17 07:30:00
810489,392.6448,393.21,391.9,395.4204,391.61,1679054400000,4932,2023-03-17 08:00:00
956651,391.6881,391.89,391.45,392.43,390.83,1679056200000,5338,2023-03-17 08:30:00
983971,392.5792,391.47,393.2,393.24,391.47,1.679058e+12,6014,2023-03-17 09:00:00
13275431,393.1762,393.22,392.8,394.17,392.24,1679059800000,111638,2023-03-17 09:30:00
9903560,392.5444,392.83,391.22,394.4,390.534,1679061600000,91788,2023-03-17 10:00:00
