"v","vw","o","c","h","l","t","n","time"
47433,505.7086,505.46,505.77,505.82,505.44,1709166600000,346,2024-02-28 19:30:00
17687,504.9201,505.2,504.78,505.25,504.64,1709197200000,210,2024-02-29 04:00:00
11943,505.0695,504.8,505.12,505.24,504.8,1.709199e+12,90,2024-02-29 04:30:00
9418,505.1122,505.15,505.16,505.29,504.99,1709200800000,93,2024-02-29 05:00:00
83676,505.0149,505.2,504.98,505.2,504.8,1709202600000,279,2024-02-29 05:30:00
6889,505.2764,504.91,505.16,505.45,504.91,1709204400000,81,2024-02-29 06:00:00
11411,505.2805,505.14,505.43,505.46,505.1,1709206200000,78,2024-02-29 06:30:00
37916,505.1711,505.4,505.05,505.4,504.91,1.709208e+12,414,2024-02-29 07:00:00
32803,505.047,505.04,505.08,505.16,504.85,1709209800000,286,2024-02-29 07:30:00
191855,505.0151,505.49,504.7,506.8,504.5,1709211600000,1980,2024-02-29 08:00:00
859021,507.3154,504.86,507.83,508.11,504.7,1709213400000,4741,2024-02-29 08:30:00
378331,508.0635,507.87,508.07,508.33,507.86,1709215200000,3369,2024-02-29 09:00:00
4880493,508.4897,508.07,508.49,508.8455,507.99,1.709217e+12,49032,2024-02-29 09:30:00
7493265,507.5005,508.51,507.71,508.75,506.81,1709218800000,85223,2024-02-29 10:00:00
3135032,507.4574,507.69,507.454,507.84,507,1709220600000,32375,2024-02-29 10:30:00
2105052,507.4475,507.445,507.185,507.7299,506.94,1709222400000,22633,2024-02-29 11:00:00
4758297,506.2761,507.18,506.65,507.2,505.35,1709224200000,42880,2024-02-29 11:30:00
2268636,506.806,506.65,506.58,507.12,506.505,1.709226e+12,23826,2024-02-29 12:00:00
2917715,506.8091,506.58,507.375,507.43,506.57,1709227800000,23373,2024-02-29 12:30:00
2378170,507.6014,507.36,507.75,507.89,507.3588,1709229600000,22831,2024-02-29 13:00:00
2614884,507.2908,507.77,507.8,507.9,507.5,1709231400000,19975,2024-02-29 13:30:00
2911839,507.9348,507.81,507.725,508.29,507.445,1709233200000,27853,2024-02-29 14:00:00
2715320,507.3947,507.71,507.75,507.87,507.164,1.709235e+12,24836,2024-02-29 14:30:00
4744588,507.3422,507.75,508.1301,508.195,507.65,1709236800000,28355,2024-02-29 15:00:00
21692359,508.7683,508.14,508,509.74,507.94,1709238600000,120661,2024-02-29 15:30:00
10248024,508.5273,508.01,508.61,508.8013,507.67,1709240400000,7648,2024-02-29 16:00:00
1285083,508.1519,508.59,508.4,508.62,508.28,1709242200000,1138,2024-02-29 16:30:00
14260,508.3486,508.53,508.2837,508.53,508.27,1.709244e+12,208,2024-02-29 17:00:00
77702,508.5024,508.39,508.55,508.56,508.3,1709245800000,597,2024-02-29 17:30:00
78284,508.5866,508.55,508.16,508.75,508.13,1709247600000,638,2024-02-29 18:00:00
43592,507.9746,508.22,508.05,508.22,507.7801,1709249400000,504,2024-02-29 18:30:00
15644,508.3452,508.09,508.41,508.5,508.09,1709251200000,287,2024-02-29 19:00:00
24181,508.4652,508.39,508.58,508.58,508.27,1.709253e+12,272,2024-02-29 19:30:00
30126,509.3471,509,509.53,509.64,509,1709283600000,241,2024-03-01 04:00:00
8107,509.3619,509.5,509.25,509.5,509.2,1709285400000,78,2024-03-01 04:30:00
25272,508.07,509.2,507.4,509.2,507.39,1709287200000,307,2024-03-01 05:00:00
88038,507.7746,507.6,507.93,508.05,507.55,1.709289e+12,371,2024-03-01 05:30:00
57986,508.0777,507.95,508.26,508.33,507.95,1709290800000,258,2024-03-01 06:00:00
8280,508.3603,508.24,508.45,508.5,508.14,1709292600000,88,2024-03-01 06:30:00
34773,508.3052,508.48,508.27,508.5,508.17,1709294400000,315,2024-03-01 07:00:00
168152,508.6077,508.25,508.54,508.82,508.24,1709296200000,807,2024-03-01 07:30:00
149057,508.8166,508.4982,508.88,509.96,507.8904,1.709298e+12,1980,2024-03-01 08:00:00
208051,508.6416,508.98,508.68,508.98,508.34,1709299800000,1686,2024-03-01 08:30:00
95661,508.7212,508.66,508.98,508.99,508.48,1709301600000,1745,2024-03-01 09:00:00
5594172,509.133,508.98,509.08,509.56,508.56,1709303400000,51813,2024-03-01 09:30:00
5444292,509.7309,509.085,510.37,510.4,508.67,1709305200000,72341,2024-03-01 10:00:00
4283713,510.2704,510.365,510.66,510.84,509.69,1.709307e+12,40948,2024-03-01 10:30:00
4678824,510.8959,510.65,510.82,511.38,510.61,1709308800000,41512,2024-03-01 11:00:00
4021857,510.4818,510.82,511.1408,511.3,510.16,1709310600000,30503,2024-03-01 11:30:00
2451045,511.2619,511.15,511.53,511.77,510.71,1709312400000,26055,2024-03-01 12:00:00
2749697,511.7755,511.54,511.81,512.06,511.41,1709314200000,26503,2024-03-01 12:30:00
3229133,511.965,511.82,512.13,512.24,511.68,1.709316e+12,27952,2024-03-01 13:00:00
3244018,512.2766,512.1286,512.615,512.695,511.98,1709317800000,29928,2024-03-01 13:30:00
4096119,512.9069,512.62,513.155,513.175,512.56,1709319600000,36280,2024-03-01 14:00:00
3225954,512.5677,513.155,513.0999,513.29,512.3344,1709321400000,28429,2024-03-01 14:30:00
5527502,511.6288,513.09,512.89,513.09,512.315,1709323200000,38960,2024-03-01 15:00:00
10813081,512.6025,512.89,512.84,513.14,512.59,1.709325e+12,75429,2024-03-01 15:30:00
7645452,512.4001,512.85,512.39,512.85,512.38,1709326800000,4203,2024-03-01 16:00:00
6596863,509.0894,512.38,512.22,512.46,512.22,1709328600000,1198,2024-03-01 16:30:00
128360,512.1843,512.23,512.05,512.45,511.99,1709330400000,1002,2024-03-01 17:00:00
54384,511.9709,512.017,511.94,512.15,511.81,1709332200000,1488,2024-03-01 17:30:00
14247,511.9726,511.93,512.06,512.1,511.85,1.709334e+12,323,2024-03-01 18:00:00
1691,512.051,512.08,512.0506,512.1,512.01,1709335800000,78,2024-03-01 18:30:00
6476,512.1406,512.1,512.17,512.17,512.1,1709337600000,119,2024-03-01 19:00:00
22125,512.1229,512.2,512.01,512.23,512,1709339400000,487,2024-03-01 19:30:00
13059,512.7683,512.74,512.68,512.89,512.68,1709542800000,227,2024-03-04 04:00:00
2227,512.5752,512.56,512.56,512.6,512.55,1709544600000,52,2024-03-04 04:30:00
5324,512.3845,512.42,512.44,512.46,512.32,1709546400000,74,2024-03-04 05:00:00
2011,512.4989,512.46,512.46,512.55,512.46,1709548200000,33,2024-03-04 05:30:00
6671,512.1877,512.46,512.28,512.46,512,1.70955e+12,168,2024-03-04 06:00:00
7383,512.2727,512.29,512.39,512.39,512.2,1709551800000,83,2024-03-04 06:30:00
63075,512.4213,512.36,512.51,512.51,512.29,1709553600000,465,2024-03-04 07:00:00
38464,512.4459,512.5,512.28,512.58,512.28,1709555400000,422,2024-03-04 07:30:00
132395,512.2775,512.28,512.12,512.76,512.02,1709557200000,2239,2024-03-04 08:00:00
123709,512.0934,512.1,511.86,512.28,511.82,1.709559e+12,1607,2024-03-04 08:30:00
234374,511.8354,511.82,512.03,512.09,511.66,1709560800000,2712,2024-03-04 09:00:00
5106287,512.3063,512.03,512.505,512.61,512,1709562600000,57494,2024-03-04 09:30:00
2690848,512.3945,512.5,512.49,512.64,512.07,1709564400000,51159,2024-03-04 10:00:00
2179588,512.6771,512.49,512.66,512.88,512.42,1709566200000,27726,2024-03-04 10:30:00
2596059,512.5137,512.665,512.44,512.81,512.24,1.709568e+12,25660,2024-03-04 11:00:00
1739097,512.5322,512.45,512.73,512.82,512.16,1709569800000,21329,2024-03-04 11:30:00
1816749,512.8263,512.72,513.13,513.145,512.49,1709571600000,22591,2024-03-04 12:00:00
1761969,512.9859,513.12,512.96,513.18,512.81,1709573400000,20211,2024-03-04 12:30:00
1814217,512.7533,512.955,512.62,513.07,512.35,1709575200000,20857,2024-03-04 13:00:00
1826112,512.7723,512.6,512.765,512.9,512.56,1.709577e+12,20412,2024-03-04 13:30:00
2109076,512.808,512.76,512.92,513.02,512.6,1709578800000,22989,2024-03-04 14:00:00
4248001,513.5902,512.915,513.815,514.13,512.86,1709580600000,37633,2024-03-04 14:30:00
4549533,513.6203,513.8179,513.5289,514.2,513.42,1709582400000,34040,2024-03-04 15:00:00
10732469,512.5862,513.53,512.25,513.67,512.17,1709584200000,86896,2024-03-04 15:30:00
3953470,512.2329,512.24,511.81,512.32,511.81,1.709586e+12,3416,2024-03-04 16:00:00
545795,512.0631,511.82,511.88,511.93,511.8,1709587800000,1356,2024-03-04 16:30:00
51353,511.8169,511.87,511.8,511.87,511.76,1709589600000,434,2024-03-04 17:00:00
28605,511.806,511.8,511.8,511.87,511.75,1709591400000,399,2024-03-04 17:30:00
99882,511.7711,511.8,511.74,511.94,511.46,1709593200000,842,2024-03-04 18:00:00
15510,511.7059,511.721,511.59,511.84,511.54,1.709595e+12,260,2024-03-04 18:30:00
42007,511.6332,511.5,511.62,511.9,511.47,1709596800000,578,2024-03-04 19:00:00
45873,511.6751,511.59,511.59,511.73,511.41,1709598600000,437,2024-03-04 19:30:00
7644,510.7895,510.73,510.92,510.95,510.66,1709629200000,162,2024-03-05 04:00:00
9066,510.689,510.88,510.55,511,510.5,1.709631e+12,121,2024-03-05 04:30:00
7840,510.4997,510.54,510.58,510.66,510.4,1709632800000,105,2024-03-05 05:00:00
15402,510.7767,510.69,510.86,510.95,510.69,1709634600000,114,2024-03-05 05:30:00
20563,510.9693,510.92,511.05,511.11,510.9,1709636400000,129,2024-03-05 06:00:00
124987,510.8604,511.09,511.01,511.12,510.78,1709638200000,320,2024-03-05 06:30:00
59028,511.0889,511.01,511.12,511.24,510.9,1.70964e+12,437,2024-03-05 07:00:00
45750,510.7329,511.06,510.549,511.06,510.45,1709641800000,378,2024-03-05 07:30:00
172672,510.7602,511.0716,510.45,511.4,510.42,1709643600000,1920,2024-03-05 08:00:00
90943,510.3159,510.46,510.15,510.55,510.02,1709645400000,1293,2024-03-05 08:30:00
166726,510.0772,510.1699,510.24,510.33,509.89,1709647200000,2020,2024-03-05 09:00:00
5836224,509.7872,510.24,509.66,510.32,509.32,1.709649e+12,57918,2024-03-05 09:30:00
6326309,509.2687,509.7,508.42,510.7,508.11,1709650800000,76433,2024-03-05 10:00:00
5751683,508.8964,508.41,508.12,508.41,507.5,1709652600000,47297,2024-03-05 10:30:00
4283046,509.5014,508.12,508.18,508.24,507.56,1709654400000,30404,2024-03-05 11:00:00
3916838,507.8464,508.16,507.68,508.41,506.96,1709656200000,36260,2024-03-05 11:30:00
2421808,508.017,507.66,508.45,508.51,507.54,1.709658e+12,24830,2024-03-05 12:00:00
2143645,508.0897,508.46,507.99,508.5,507.69,1709659800000,23585,2024-03-05 12:30:00
2301845,507.7514,508.01,507.7,508.159,507.3602,1709661600000,24625,2024-03-05 13:00:00
3905688,507.5879,507.7,506.76,508.1,506.67,1709663400000,33028,2024-03-05 13:30:00
2907062,507.0072,506.76,507.03,507.375,506.65,1709665200000,30443,2024-03-05 14:00:00
7010870,507.9165,507.03,505.72,507.05,505.3,1.709667e+12,42564,2024-03-05 14:30:00
6087045,506.8696,505.73,505.01,506.07,504.92,1709668800000,45506,2024-03-05 15:00:00
13629527,506.6566,505.01,507.15,507.37,504.91,1709670600000,102755,2024-03-05 15:30:00
3265545,507.3587,507.15,507.54,507.8,507.0844,1709672400000,5669,2024-03-05 16:00:00
253418,507.5474,507.53,507.71,507.73,507.43,1709674200000,1409,2024-03-05 16:30:00
231409,507.2565,507.71,507.18,507.81,507.18,1.709676e+12,369,2024-03-05 17:00:00
121151,507.38,507.8,507.75,507.83,507.7,1709677800000,603,2024-03-05 17:30:00
90722,507.3942,507.7,507.42,507.7,507.3,1709679600000,701,2024-03-05 18:00:00
44867,507.3956,507.35,507.34,507.51,507.22,1709681400000,468,2024-03-05 18:30:00
15430,507.2529,507.37,507.32,507.37,507.18,1709683200000,332,2024-03-05 19:00:00
69736,507.0839,507.34,506.97,507.38,506.97,1.709685e+12,477,2024-03-05 19:30:00
47133,508.8644,508.58,509.08,509.21,508,1709715600000,327,2024-03-06 04:00:00
7948,509.067,509.1,509.1,509.2,508.86,1709717400000,155,2024-03-06 04:30:00
33636,509.1242,509.2,509.3,509.3,509.1,1709719200000,215,2024-03-06 05:00:00
8736,509.0727,509.23,508.85,509.32,508.84,1.709721e+12,192,2024-03-06 05:30:00
8459,509.0324,508.85,509.02,509.1,508.85,1709722800000,104,2024-03-06 06:00:00
10465,508.9087,508.99,508.86,509.05,508.71,1709724600000,113,2024-03-06 06:30:00
116035,509.1365,508.9,509.2,509.46,508.82,1709726400000,852,2024-03-06 07:00:00
41167,509.3922,509.21,509.45,509.52,509.21,1709728200000,456,2024-03-06 07:30:00
275952,509.5902,508.8511,509.75,510.03,507.51,1.70973e+12,2403,2024-03-06 08:00:00
382736,509.8853,509.76,510.31,510.34,509.28,1709731800000,2474,2024-03-06 08:30:00
279961,510.4117,510.3,510.55,510.71,510.12,1709733600000,2142,2024-03-06 09:00:00
6204779,510.1923,510.55,509.91,510.8504,509.63,1709735400000,65263,2024-03-06 09:30:00
4176413,509.2807,509.9,509.36,509.94,508.42,1709737200000,64159,2024-03-06 10:00:00
3027067,509.8875,509.35,510.455,510.58,509.04,1.709739e+12,35983,2024-03-06 10:30:00
3118543,510.9542,510.47,511.34,511.38,510.47,1709740800000,35208,2024-03-06 11:00:00
4173277,510.6944,511.35,511.2159,511.64,510.51,1709742600000,36255,2024-03-06 11:30:00
3015988,511.6106,511.22,511.76,511.92,511.11,1709744400000,29857,2024-03-06 12:00:00
2615868,511.575,511.77,511.33,512.069,511.05,1709746200000,27432,2024-03-06 12:30:00
1923156,511.4937,511.33,511.86,511.95,511.08,1.709748e+12,22906,2024-03-06 13:00:00
6369805,510.1852,511.87,510.15,511.92,509.12,1709749800000,63080,2024-03-06 13:30:00
5512710,509.5058,510.16,510.17,510.43,508.52,1709751600000,50749,2024-03-06 14:00:00
3905435,509.5255,510.18,509.24,510.41,508.78,1709753400000,35852,2024-03-06 14:30:00
3675229,509.1429,509.24,509.17,509.79,508.57,1709755200000,36704,2024-03-06 15:00:00
12133245,509.106,509.18,509.8,510.27,508.57,1.709757e+12,83022,2024-03-06 15:30:00
5195291,509.5091,509.81,509.94,510.05,509.69,1709758800000,3170,2024-03-06 16:00:00
624469,508.7901,509.93,509.93,510.1701,509.88,1709760600000,1184,2024-03-06 16:30:00
124736,509.7813,509.95,509.9,510.04,509.75,1709762400000,243,2024-03-06 17:00:00
68321,509.8305,509.9,509.99,510.02,509.75,1709764200000,238,2024-03-06 17:30:00
17829,509.865,509.95,509.89,509.96,509.71,1.709766e+12,276,2024-03-06 18:00:00
13797,509.7155,509.91,509.55,509.91,509.55,1709767800000,207,2024-03-06 18:30:00
39010,509.4051,509.6,509.09,509.69,509.05,1709769600000,407,2024-03-06 19:00:00
114235,508.9017,509.01,508.93,509.06,508.64,1709771400000,707,2024-03-06 19:30:00
18720,509.0824,508.7,509.95,509.99,508.7,1.709802e+12,201,2024-03-07 04:00:00
2952,510.0032,510,510.07,510.09,509.86,1709803800000,47,2024-03-07 04:30:00
14041,510.4859,510.23,510.65,510.69,510.23,1709805600000,98,2024-03-07 05:00:00
18282,510.9897,510.71,511.15,511.23,510.68,1709807400000,198,2024-03-07 05:30:00
14406,511.1715,511.18,510.87,511.24,510.87,1709809200000,99,2024-03-07 06:00:00
11013,511.0424,510.9,510.98,511.2,510.9,1.709811e+12,79,2024-03-07 06:30:00
73247,511.3707,510.99,511.44,511.62,510.98,1709812800000,596,2024-03-07 07:00:00
43592,511.3155,511.47,511.25,511.5,511.14,1709814600000,297,2024-03-07 07:30:00
251373,511.3828,510.9903,511.85,511.9,508,1709816400000,2262,2024-03-07 08:00:00
234728,512.2002,511.95,512.11,512.45,511.73,1709818200000,1829,2024-03-07 08:30:00
437819,512.5911,512.13,513.11,513.29,512,1.70982e+12,2674,2024-03-07 09:00:00
6205287,513.0761,513.14,513.406,513.635,512.18,1709821800000,64338,2024-03-07 09:30:00
4011775,513.177,513.42,514.18,514.19,513,1709823600000,40256,2024-03-07 10:00:00
4715104,514.1164,514.18,514.37,514.87,513.81,1709825400000,60268,2024-03-07 10:30:00
2699499,514.252,514.36,514.425,514.57,513.945,1709827200000,30159,2024-03-07 11:00:00
3371241,513.8965,514.42,514.62,514.73,513.77,1.709829e+12,33144,2024-03-07 11:30:00
3565760,514.2384,514.61,514.46,514.96,514.335,1709830800000,28359,2024-03-07 12:00:00
2711601,514.297,514.46,514.55,514.665,509.8053,1709832600000,27367,2024-03-07 12:30:00
2249931,514.7104,514.545,514.98,514.99,514.24,1709834400000,25239,2024-03-07 13:00:00
3372442,515.3921,514.99,515.705,515.89,514.83,1709836200000,34728,2024-03-07 13:30:00
3622430,515.387,515.71,515.22,515.86,515.1,1.709838e+12,28559,2024-03-07 14:00:00
2757947,514.4639,515.215,514.905,515.4,514.76,1709839800000,24937,2024-03-07 14:30:00
3086499,514.5587,514.9,514.6,514.9,514.07,1709841600000,32783,2024-03-07 15:00:00
9229357,514.8207,514.61,514.87,515.65,514.55,1709843400000,77505,2024-03-07 15:30:00
3120080,514.2292,514.84,514.11,514.86,513.31,1709845200000,5648,2024-03-07 16:00:00
417213,512.1186,514.1,514.59,514.68,514.01,1.709847e+12,1308,2024-03-07 16:30:00
15602,514.5812,514.65,514.55,514.65,514.5,1709848800000,276,2024-03-07 17:00:00
210091,515.0185,514.6,514.75,515.0441,514.6,1709850600000,284,2024-03-07 17:30:00
77706,514.8625,514.81,514.8,515.05,514.62,1709852400000,559,2024-03-07 18:00:00
12709,514.7656,514.81,514.79,514.85,514.67,1709854200000,262,2024-03-07 18:30:00
15474,514.6318,514.95,514.85,514.95,514.46,1.709856e+12,311,2024-03-07 19:00:00
11421,514.9625,514.83,514.91,515.1,514.83,1709857800000,258,2024-03-07 19:30:00
11821,515.7568,515.75,515.8,515.87,515.57,1709888400000,135,2024-03-08 04:00:00
2283,515.7683,515.75,515.7,515.83,515.7,1709890200000,31,2024-03-08 04:30:00
8063,515.6519,515.69,515.5,515.69,515.5,1.709892e+12,51,2024-03-08 05:00:00
8483,515.5846,515.55,515.61,515.63,515.5,1709893800000,72,2024-03-08 05:30:00
3006,515.5334,515.59,515.45,515.65,515.45,1709895600000,29,2024-03-08 06:00:00
14089,515.079,515.39,514.91,515.4,514.77,1709897400000,213,2024-03-08 06:30:00
55905,514.583,514.88,514.3,514.92,514.11,1709899200000,458,2024-03-08 07:00:00
120949,514.2621,514.31,514.3,514.42,514.02,1.709901e+12,663,2024-03-08 07:30:00
164334,514.5438,514.31,514.5,516.27,514.05,1709902800000,1948,2024-03-08 08:00:00
1162133,515.7303,514.5,516.27,516.8,513.15,1709904600000,6526,2024-03-08 08:30:00
444977,516.0243,516.27,515.49,516.8,515.06,1709906400000,3481,2024-03-08 09:00:00
5896896,516.5872,515.46,517.76,517.8004,515.31,1709908200000,67673,2024-03-08 09:30:00
4252338,517.8747,517.76,517.95,518.2201,517.51,1.70991e+12,62845,2024-03-08 10:00:00
3716615,517.4944,517.96,517.55,518.0722,516.9485,1709911800000,38946,2024-03-08 10:30:00
8602533,515.7991,517.54,514.76,517.63,514.63,1709913600000,73820,2024-03-08 11:00:00
7686689,514.7015,514.75,514.017,515.28,513.94,1709915400000,69103,2024-03-08 11:30:00
4152883,514.237,514.01,514.63,514.9,513.57,1709917200000,42824,2024-03-08 12:00:00
4894837,513.5309,514.64,512.5499,514.84,512.3,1.709919e+12,48892,2024-03-08 12:30:00
5446216,512.8469,512.55,512.33,513.26,512.06,1709920800000,47603,2024-03-08 13:00:00
5116414,511.7645,512.2939,511.71,512.54,511.13,1709922600000,48214,2024-03-08 13:30:00
5023407,513.0221,511.71,513.46,515.0769,511.64,1709924400000,43822,2024-03-08 14:00:00
4830092,514.1064,513.46,513.83,514.46,513.45,1709926200000,42211,2024-03-08 14:30:00
4328828,513.1449,513.83,511.93,514.4,511.78,1.709928e+12,44650,2024-03-08 15:00:00
9926430,512.3075,511.93,511.76,512.82,511.72,1709929800000,82891,2024-03-08 15:30:00
8953131,511.9307,511.78,512.32,512.67,511.7,1709931600000,5312,2024-03-08 16:00:00
251481,512.0153,512.3,512.17,512.39,512.13,1709933400000,749,2024-03-08 16:30:00
33113,512.0982,512.14,512.0883,512.15,512.05,1709935200000,436,2024-03-08 17:00:00
43920,511.8496,512.01,511.76,512.04,511.76,1.709937e+12,1506,2024-03-08 17:30:00
338187,511.7306,511.76,511.89,511.97,511.72,1709938800000,505,2024-03-08 18:00:00
28873,511.7332,511.85,511.7219,511.85,511.72,1709940600000,270,2024-03-08 18:30:00
18052,511.7675,511.7205,511.71,511.82,511.71,1709942400000,330,2024-03-08 19:00:00
26114,511.713,511.71,511.64,511.8,511.61,1709944200000,406,2024-03-08 19:30:00
12154,510.8564,511.3,511,511.55,510.2,1.710144e+12,292,2024-03-11 04:00:00
12408,510.6192,510.91,510.67,511.44,509.72,1710145800000,207,2024-03-11 04:30:00
11563,511.1452,510.99,511.4,511.41,510.91,1710147600000,112,2024-03-11 05:00:00
40670,511.0333,511.17,511.16,511.17,510.82,1710149400000,170,2024-03-11 05:30:00
14593,510.9182,511.23,510.52,511.27,510.52,1710151200000,139,2024-03-11 06:00:00
8315,511.4802,511.16,511.35,511.66,511.11,1.710153e+12,75,2024-03-11 06:30:00
20459,511.248,511.46,511.09,511.5,510.99,1710154800000,243,2024-03-11 07:00:00
28021,510.6821,511.03,510.6,511.03,510.34,1710156600000,329,2024-03-11 07:30:00
178500,509.8094,510.9393,509.7,511.71,509.35,1710158400000,2427,2024-03-11 08:00:00
116198,509.758,509.65,509.9,509.98,509.37,1710160200000,1365,2024-03-11 08:30:00
214076,510.3614,509.89,510.46,510.71,509.89,1.710162e+12,1911,2024-03-11 09:00:00
6888224,510.4022,510.48,509.4299,510.94,509.4299,1710163800000,81838,2024-03-11 09:30:00
5115731,508.9904,509.43,508.995,509.63,508.5,1710165600000,78596,2024-03-11 10:00:00
4162274,509.7851,508.99,510.59,510.73,508.95,1710167400000,50921,2024-03-11 10:30:00
3393849,510.1323,510.59,509.49,510.87,509.395,1710169200000,39779,2024-03-11 11:00:00
3016134,510.086,509.48,510.8399,510.895,509.2,1.710171e+12,36124,2024-03-11 11:30:00
2655081,510.4781,510.83,510.55,510.8699,509.98,1710172800000,30081,2024-03-11 12:00:00
3246691,510.9597,510.55,511,511.16,510.51,1710174600000,29639,2024-03-11 12:30:00
2612127,510.7912,511,511.24,511.34,510.2,1710176400000,29329,2024-03-11 13:00:00
2660562,510.9291,511.24,511.05,511.57,510.31,1710178200000,28924,2024-03-11 13:30:00
2084355,511.112,511.05,511.19,511.24,510.695,1.71018e+12,23639,2024-03-11 14:00:00
2515916,511.4016,511.1987,511.61,511.88,510.83,1710181800000,26360,2024-03-11 14:30:00
3086854,511.2899,511.6,510.87,511.6199,510.82,1710183600000,30034,2024-03-11 15:00:00
9873559,511.1538,510.875,511.26,511.6,510.54,1710185400000,71690,2024-03-11 15:30:00
8837583,511.2616,511.27,511.45,511.65,511.13,1710187200000,4644,2024-03-11 16:00:00
260059,511.7517,511.52,511.76,511.85,511.52,1.710189e+12,1030,2024-03-11 16:30:00
73422,511.6081,511.73,511.28,511.73,511.28,1710190800000,497,2024-03-11 17:00:00
22068,511.7389,511.65,511.7,511.79,511.64,1710192600000,275,2024-03-11 17:30:00
82418,512.1813,511.8,512.47,512.6,511.8,1710194400000,809,2024-03-11 18:00:00
13969,512.415,512.43,512.4,512.55,512.34,1710196200000,248,2024-03-11 18:30:00
5515,512.3755,512.38,512.43,512.47,512.31,1.710198e+12,117,2024-03-11 19:00:00
37126,512.5117,512.45,512.69,512.69,512.41,1710199800000,339,2024-03-11 19:30:00
10752,513.361,513.39,512.79,513.61,512.79,1710230400000,121,2024-03-12 04:00:00
4703,512.4785,512.22,512.54,512.69,512.22,1710232200000,48,2024-03-12 04:30:00
5521,512.4075,512.53,512.6,512.6,512.28,1.710234e+12,49,2024-03-12 05:00:00
6007,512.5408,512.58,512.23,512.71,512.19,1710235800000,68,2024-03-12 05:30:00
4456,512.5464,512.22,512.65,512.69,512.22,1710237600000,68,2024-03-12 06:00:00
6832,512.7556,512.61,512.81,512.92,512.54,1710239400000,62,2024-03-12 06:30:00
77825,512.4704,512.65,512.47,512.7,512.2,1710241200000,477,2024-03-12 07:00:00
39234,512.4846,512.47,512.48,512.68,512.41,1.710243e+12,328,2024-03-12 07:30:00
273178,512.7019,512.46,512.74,513.64,512.19,1710244800000,2016,2024-03-12 08:00:00
2188917,513.2159,512.25,513.56,514.85,510.1,1710246600000,10265,2024-03-12 08:30:00
694749,512.983,513.58,513.49,513.7,512.43,1710248400000,4344,2024-03-12 09:00:00
8849541,512.1808,513.45,513.44,513.8,510.86,1710250200000,81186,2024-03-12 09:30:00
5971907,513.8704,513.44,515.03,515.11,513,1.710252e+12,71316,2024-03-12 10:00:00
6703631,515.4567,515.06,515.94,516.485,515.052,1710253800000,56890,2024-03-12 10:30:00
3656673,516.0772,515.93,516.18,516.535,515.42,1710255600000,37625,2024-03-12 11:00:00
3772736,515.5194,516.18,515.88,516.3,515.18,1710257400000,35846,2024-03-12 11:30:00
2935193,514.648,515.87,515.09,515.955,514.94,1710259200000,26717,2024-03-12 12:00:00
4054035,514.1165,515.095,514.4,515.1933,513.55,1.710261e+12,38024,2024-03-12 12:30:00
3081925,514.5072,514.41,514.9183,515.43,513.62,1710262800000,33198,2024-03-12 13:00:00
2519657,514.2715,514.9299,515.6,515.8,514.89,1710264600000,22278,2024-03-12 13:30:00
2723120,515.9811,515.61,516.4304,516.45,515.51,1710266400000,29828,2024-03-12 14:00:00
4704861,516.1844,516.44,516.75,517.12,515.58,1710268200000,38341,2024-03-12 14:30:00
3335183,516.8243,516.7423,517.11,517.2,516.41,1.71027e+12,30979,2024-03-12 15:00:00
9112470,516.7771,517.12,516.81,517.38,516.525,1710271800000,74425,2024-03-12 15:30:00
4773269,516.2692,516.82,517,517.11,516.68,1710273600000,4082,2024-03-12 16:00:00
516880,516.8546,517,516.66,517.05,516.66,1710275400000,904,2024-03-12 16:30:00
34793,516.7506,516.7,516.77,516.8,516.68,1710277200000,540,2024-03-12 17:00:00
17952,516.6752,516.77,516.67,516.77,516.62,1.710279e+12,326,2024-03-12 17:30:00
135785,516.5823,516.62,516.95,516.95,516.49,1710280800000,786,2024-03-12 18:00:00
13420,516.9665,516.951,516.87,517.02,516.87,1710282600000,163,2024-03-12 18:30:00
10018,517.069,516.84,517.12,517.18,516.84,1710284400000,192,2024-03-12 19:00:00
38720,516.9821,517.1,517.01,517.16,516.92,1710286200000,314,2024-03-12 19:30:00
22413,517.2826,517.36,516.94,517.44,516.9,1710316800000,158,2024-03-13 04:00:00
7193,516.7265,516.77,516.89,516.89,516.6,1710318600000,62,2024-03-13 04:30:00
6319,516.7795,516.69,516.94,516.99,516.6,1710320400000,48,2024-03-13 05:00:00
4826,516.8264,516.82,516.88,516.9,516.7,1710322200000,48,2024-03-13 05:30:00
65199,516.8257,516.9,517,517.01,516.71,1.710324e+12,245,2024-03-13 06:00:00
1334,517.1667,516.99,517.25,517.25,516.99,1710325800000,19,2024-03-13 06:30:00
99199,517.3052,517.2,517.36,517.4,517.14,1710327600000,575,2024-03-13 07:00:00
127682,517.2978,517.39,517.1,517.49,517.07,1710329400000,785,2024-03-13 07:30:00
330345,516.8455,517.34,516.54,517.4797,516.54,1710331200000,2513,2024-03-13 08:00:00
179045,516.5523,516.54,516.82,516.82,516.41,1.710333e+12,1175,2024-03-13 08:30:00
153880,516.9972,516.78,517.1,517.24,516.72,1710334800000,1309,2024-03-13 09:00:00
4948698,516.4011,517.11,516.08,517.12,515.95,1710336600000,56101,2024-03-13 09:30:00
